msbook,msnum,edition,vol,page
29dhs,1084,pts1,,123
29dhs,1084,vp,113,153
29dhs,1086,s1,29,184
29dhs,1086,c1,29,143
29dhs,1086,c2,29,143
29dhs,1086,dy,34,174
29dhs,1087,lv,1,397
29dhs,1087,s3,34,182
29dhs,1089,lv,1,398
29dhs,1089,nd,29,146
29dhs,1089,vp,113,154
29dhs,1090,s1,29,185
29dhs,1090,lv,1,399
29dhs,1090,dy,34,175
29dhs,1090,bj,41,254
29dhs,1090,pts1,,124
29dhs,1090,s3,34,183
29dhs,1091,c1,29,144
29dhs,1091,lv,1,400
29dhs,1091,c2,29,144
29dhs,1092,lv,1,401
29dhs,1095,s1,29,186
29dhs,1095,c1,29,145
29dhs,1095,nd,29,147
29dhs,1095,c2,29,145
29dhs,1095,dy,34,176
29dhs,1095,bj,41,256
29dhs,1095,s3,34,184
29dhs,1095,vp,113,155
29dhs,1096,pts1,,125
29dhs,1096,vp,113,156
29dhs,1098,c1,29,146
29dhs,1098,nd,29,148
29dhs,1098,c2,29,146
29dhs,1098,dy,34,177
29dhs,1098,s3,34,185
29dhs,1101,s1,29,187
29dhs,1104,bj,41,258
29dhs,1114,dy,34,178
29dhs,1114,vp,113,157
29dhs,1115,nd,29,149
29dhs,1115,pts1,,126
29dhs,1115,s3,34,186
29dhs,1118,s1,29,188
29dhs,1118,c1,29,147
29dhs,1118,c2,29,147
29dhs,1120,bj,41,260
29dhs,1123,dy,34,179
29dhs,1126,nd,29,150
29dhs,1126,vp,113,158
29dhs,1131,s1,29,189
29dhs,1131,bj,41,262
29dhs,1134,s3,34,187
29dhs,1136,pts1,,127
29dhs,1140,c1,29,148
29dhs,1140,c2,29,148
29dhs,1140,dy,34,180
29dhs,1141,nd,29,151
29dhs,1144,vp,113,159
29dhs,1149,bj,41,264
29dhs,1150,s1,29,190
29dhs,1150,dy,34,181
29dhs,1153,c1,29,149
29dhs,1153,nd,29,152
29dhs,1153,c2,29,149
29dhs,1153,s3,34,188
29dhs,1153,vp,113,160
29dhs,1159,pts1,,128
29dhs,1160,dy,34,182
29dhs,1161,s1,29,191
29dhs,1161,bj,41,266
29dhs,1163,nd,29,153
29dhs,1163,s3,34,189
29dhs,1163,vp,113,161
29dhs,1164,c1,29,150
29dhs,1164,c2,29,150
29dhs,1164,dy,34,183
29dhs,1167,s1,29,192
29dhs,1167,bj,41,268
29dhs,1167,pts1,,129
29dhs,1170,nd,29,154
29dhs,1170,s3,34,190
29dhs,1170,vp,113,162
29dhs,1172,dy,34,184
29dhs,1175,s1,29,193
29dhs,1177,c1,29,151
29dhs,1177,c2,29,151
29dhs,1177,bj,41,270
29dhs,1180,vp,113,163
29dhs,1182,pts1,,130
29dhs,1183,nd,29,155
29dhs,1183,dy,34,185
29dhs,1184,s3,34,191
29dhs,1187,s1,29,194
29dhs,1190,c1,29,152
29dhs,1190,c2,29,152
29dhs,1190,bj,41,272
29dhs,1190,vp,113,164
29dhs,1192,dy,34,186
29dhs,1194,nd,29,156
29dhs,1198,s1,29,195
29dhs,1198,pts1,,131
29dhs,1198,s3,34,192
29dhs,1199,vp,113,165
29dhs,1201,c1,29,153
29dhs,1201,c2,29,153
29dhs,1202,dy,34,187
29dhs,1203,bj,41,274
29dhs,1205,nd,29,157
29dhs,1208,s1,29,196
29dhs,1209,vp,113,166
29dhs,1211,s3,34,193
29dhs,1212,dy,34,188
29dhs,1213,c1,29,154
29dhs,1213,c2,29,154
29dhs,1213,pts1,,132
29dhs,1216,nd,29,158
29dhs,1216,bj,41,276
29dhs,1217,vp,113,167
29dhs,1219,dy,34,189
29dhs,1222,s1,29,197
29dhs,1225,c1,29,155
29dhs,1225,c2,29,155
29dhs,1225,dy,34,190
29dhs,1225,s3,34,194
29dhs,1225,vp,113,168
29dhs,1228,nd,29,159
29dhs,1228,pts1,,133
29dhs,1232,vp,113,169
29dhs,1234,s1,29,198
29dhs,1234,c1,29,156
29dhs,1234,nd,29,160
29dhs,1234,c2,29,156
29dhs,1234,dy,34,191
29dhs,1234,bj,41,278
29dhs,1234,s3,34,195
29dhs,1236,dy,34,192
29dhs,1236,pts1,,134
29dhs,1236,vp,113,170
29dhs,1237,s1,29,199
29dhs,1237,c1,29,157
29dhs,1237,c2,29,157
29dhs,1237,s3,34,196
29dhs,1238,nd,29,161
29dhs,1238,bj,41,280
29dhs,1239,dy,34,193
29dhs,1239,vp,113,171
29dhs,1240,s1,29,200
29dhs,1240,c1,29,158
29dhs,1240,c2,29,158
29dhs,1240,pts1,,135
29dhs,1240,s3,34,197
29dhs,1241,s1,29,201
29dhs,1241,nd,29,162
29dhs,1241,bj,41,282
29dhs,1242,dy,34,194
29dhs,1242,s3,34,198
29dhs,1243,vp,113,172
29dhs,1244,s1,29,202
29dhs,1244,c1,29,159
29dhs,1244,nd,29,163
29dhs,1244,c2,29,159
29dhs,1244,dy,34,195
29dhs,1244,pts1,,136
29dhs,1244,s3,34,199
29dhs,1245,bj,41,284
29dhs,1246,s1,29,203
29dhs,1246,vp,113,173
29dhs,1247,c1,29,160
29dhs,1247,c2,29,160
29dhs,1247,pts1,,137
29dhs,1247,s3,34,200
29dhs,1248,s1,29,204
29dhs,1248,nd,29,164
29dhs,1248,dy,34,196
29dhs,1249,bj,41,286
29dhs,1249,s3,34,201
29dhs,1250,dy,34,197
29dhs,1250,vp,113,174
29dhs,1251,s1,29,205
29dhs,1251,c1,29,161
29dhs,1251,nd,29,165
29dhs,1251,c2,29,161
29dhs,1251,pts1,,138
29dhs,1252,s3,34,202
29dhs,1253,s1,29,206
29dhs,1253,dy,34,198
29dhs,1253,bj,41,288
29dhs,1253,vp,113,175
29dhs,1254,c1,29,162
29dhs,1254,nd,29,166
29dhs,1254,c2,29,162
29dhs,1254,pts1,,139
29dhs,1254,s3,34,203
29dhs,1256,s1,29,207
29dhs,1256,dy,34,199
29dhs,1256,s3,34,204
29dhs,1256,vp,113,176
29dhs,1257,s1,29,208
29dhs,1257,c1,29,163
29dhs,1257,nd,29,167
29dhs,1257,c2,29,163
29dhs,1257,bj,41,290
29dhs,1258,dy,34,200
29dhs,1258,pts1,,140
29dhs,1258,s3,34,205
29dhs,1259,s1,29,209
29dhs,1259,nd,29,168
29dhs,1259,vp,113,177
29dhs,1260,s1,29,210
29dhs,1260,c1,29,164
29dhs,1260,c2,29,164
29dhs,1260,dy,34,201
29dhs,1260,bj,41,292
29dhs,1260,s3,34,206
29dhs,1261,nd,29,169
29dhs,1261,dy,34,202
29dhs,1261,s3,34,207
29dhs,1261,vp,113,178
29dhs,1262,s1,29,211
29dhs,1262,c1,29,165
29dhs,1262,c2,29,165
29dhs,1262,pts1,,141
29dhs,1263,bj,41,294
29dhs,1263,s3,34,208
29dhs,1264,s1,29,212
29dhs,1264,nd,29,170
29dhs,1264,dy,34,203
29dhs,1264,s3,34,209
29dhs,1264,vp,113,179
29dhs,1265,c1,29,166
29dhs,1265,c2,29,166
29dhs,1266,s1,29,213
29dhs,1266,dy,34,204
29dhs,1266,bj,41,296
29dhs,1266,pts1,,142
29dhs,1267,nd,29,171
29dhs,1267,s3,34,210
29dhs,1268,s1,29,214
29dhs,1268,c1,29,167
29dhs,1268,c2,29,167
29dhs,1268,dy,34,205
29dhs,1268,vp,113,180
29dhs,1269,nd,29,172
29dhs,1269,s3,34,211
29dhs,1270,bj,41,298
29dhs,1271,s1,29,215
29dhs,1271,dy,34,206
29dhs,1271,pts1,,143
29dhs,1271,s3,34,212
29dhs,1271,vp,113,181
29dhs,1272,c1,29,168
29dhs,1272,nd,29,173
29dhs,1272,c2,29,168
29dhs,1274,dy,34,207
29dhs,1274,bj,41,300
29dhs,1274,s3,34,213
29dhs,1275,s1,29,216
29dhs,1277,pts1,,144
29dhs,1277,vp,113,182
29dhs,1278,c1,29,169
29dhs,1278,c2,29,169
29dhs,1279,nd,29,174
29dhs,1279,s3,34,214
29dhs,1280,dy,34,208
29dhs,1281,bj,41,302
29dhs,1282,s1,29,217
29dhs,1286,s3,34,215
29dhs,1286,vp,113,183
29dhs,1287,dy,34,209
29dhs,1288,c1,29,170
29dhs,1288,nd,29,175
29dhs,1288,c2,29,170
29dhs,1288,bj,41,304
29dhs,1288,pts1,,145
29dhs,1289,s1,29,218
29dhs,1291,s3,34,216
29dhs,1292,s1,29,219
29dhs,1292,nd,29,176
29dhs,1292,dy,34,210
29dhs,1292,vp,113,184
29dhs,1293,c1,29,171
29dhs,1293,c2,29,171
29dhs,1293,bj,41,306
29dhs,1293,pts1,,146
29dhs,1295,s3,34,217
29dhs,1296,s1,29,220
29dhs,1296,dy,34,211
29dhs,1297,nd,29,177
29dhs,1297,vp,113,185
29dhs,1298,s3,34,218
29dhs,1300,c1,29,172
29dhs,1300,c2,29,172
29dhs,1301,bj,41,308
29dhs,1301,pts1,,147
29dhs,1302,s1,29,221
29dhs,1302,nd,29,178
29dhs,1302,dy,34,212
29dhs,1306,vp,113,186
29dhs,1309,nd,29,179
29dhs,1309,s3,34,219
29dhs,1310,s1,29,222
29dhs,1310,c1,29,173
29dhs,1310,c2,29,173
29dhs,1310,dy,34,213
29dhs,1310,bj,41,310
29dhs,1310,pts1,,148
29dhs,1314,nd,29,180
29dhs,1314,vp,113,187
29dhs,1317,s3,34,220
29dhs,1318,s1,29,223
29dhs,1319,dy,34,214
29dhs,1320,bj,41,312
29dhs,1322,c1,29,174
29dhs,1322,nd,29,181
29dhs,1322,c2,29,174
29dhs,1323,pts1,,149
29dhs,1323,vp,113,188
29dhs,1327,s1,29,224
29dhs,1327,s3,34,221
29dhs,1328,nd,29,182
29dhs,1328,dy,34,215
29dhs,1331,bj,41,314
29dhs,1334,c1,29,175
29dhs,1334,c2,29,175
29dhs,1334,pts1,,150
29dhs,1334,vp,113,189
29dhs,1335,nd,29,183
29dhs,1336,s1,29,225
29dhs,1336,s3,34,222
29dhs,1339,dy,34,216
29dhs,1342,nd,29,184
29dhs,1342,bj,41,316
29dhs,1343,vp,113,190
29dhs,1345,s1,29,226
29dhs,1345,pts1,,151
29dhs,1346,s3,34,223
29dhs,1348,c1,29,176
29dhs,1348,c2,29,176
29dhs,1349,dy,34,217
29dhs,1351,nd,29,185
29dhs,1354,bj,41,318
29dhs,1354,vp,113,191
29dhs,1358,s1,29,227
29dhs,1359,nd,29,186
29dhs,1359,s3,34,224
29dhs,1360,dy,34,218
29dhs,1361,pts1,,152
29dhs,1362,c1,29,177
29dhs,1362,c2,29,177
29dhs,1363,vp,113,192
29dhs,1364,bj,41,320
29dhs,1365,nd,29,187
29dhs,1368,s1,29,228
29dhs,1368,s3,34,225
29dhs,1369,dy,34,219
29dhs,1372,nd,29,188
29dhs,1372,bj,41,322
29dhs,1373,c1,29,178
29dhs,1373,c2,29,178
29dhs,1373,pts1,,153
29dhs,1373,vp,113,193
29dhs,1375,s1,29,229
29dhs,1376,s3,34,226
29dhs,1378,dy,34,220
29dhs,1379,nd,29,189
29dhs,1382,bj,41,324
29dhs,1382,vp,113,194
29dhs,1385,s1,29,230
29dhs,1386,c1,29,179
29dhs,1386,nd,29,190
29dhs,1386,c2,29,179
29dhs,1386,pts1,,154
29dhs,1386,s3,34,227
29dhs,1388,dy,34,221
29dhs,1391,bj,41,326
29dhs,1391,vp,113,195
29dhs,1393,s1,29,231
29dhs,1393,nd,29,191
29dhs,1395,s3,34,228
29dhs,1396,c1,29,180
29dhs,1396,c2,29,180
29dhs,1396,dy,34,222
29dhs,1397,pts1,,155
29dhs,1398,nd,29,192
29dhs,1398,vp,113,196
29dhs,1399,s1,29,232
29dhs,1400,bj,41,328
29dhs,1401,dy,34,223
29dhs,1401,s3,34,229
29dhs,1404,c1,29,181
29dhs,1404,nd,29,193
29dhs,1404,c2,29,181
29dhs,1404,pts1,,156
29dhs,1405,vp,113,197
29dhs,1406,s1,29,233
29dhs,1410,dy,34,224
29dhs,1410,bj,41,330
29dhs,1410,s3,34,230
29dhs,1412,nd,29,194
29dhs,1415,s1,29,234
29dhs,1416,vp,113,198
29dhs,1417,c1,29,182
29dhs,1417,c2,29,182
29dhs,1417,pts1,,157
29dhs,1419,nd,29,195
29dhs,1419,dy,34,225
29dhs,1419,bj,41,332
29dhs,1419,s3,34,231
29dhs,1421,s1,29,235
29dhs,1423,vp,113,199
29dhs,1426,nd,29,196
29dhs,1426,pts1,,158
29dhs,1427,c1,29,183
29dhs,1427,c2,29,183
29dhs,1427,dy,34,226
29dhs,1428,s3,34,232
29dhs,1429,bj,41,334
29dhs,1431,s1,29,236
29dhs,1433,vp,113,200
29dhs,1435,nd,29,197
29dhs,1437,dy,34,227
29dhs,1438,pts1,,159
29dhs,1439,s3,34,233
29dhs,1440,s1,29,237
29dhs,1440,bj,41,336
29dhs,1441,c1,29,184
29dhs,1441,nd,29,198
29dhs,1441,c2,29,184
29dhs,1442,vp,113,201
29dhs,1444,dy,34,228
29dhs,1448,pts1,,160
29dhs,1448,s3,34,234
29dhs,1449,s1,29,238
29dhs,1449,nd,29,199
29dhs,1450,bj,41,338
29dhs,1452,c1,29,185
29dhs,1452,c2,29,185
29dhs,1452,dy,34,229
29dhs,1452,vp,113,202
29dhs,1455,s1,29,239
29dhs,1455,nd,29,200
29dhs,1455,s3,34,235
29dhs,1456,pts1,,161
29dhs,1461,dy,34,230
29dhs,1461,bj,41,340
29dhs,1462,vp,113,203
29dhs,1463,c1,29,186
29dhs,1463,nd,29,201
29dhs,1463,c2,29,186
29dhs,1464,s1,29,240
29dhs,1465,s3,34,236
29dhs,1468,pts1,,162
29dhs,1470,dy,34,231
29dhs,1472,nd,29,202
29dhs,1472,bj,41,342
29dhs,1472,vp,113,204
29dhs,1474,s1,29,241
29dhs,1476,c1,29,187
29dhs,1476,c2,29,187
29dhs,1476,s3,34,237
29dhs,1480,nd,29,203
29dhs,1481,dy,34,232
29dhs,1481,pts1,,163
29dhs,1481,vp,113,205
29dhs,1482,bj,41,344
29dhs,1483,s1,29,242
29dhs,1488,nd,29,204
29dhs,1488,s3,34,238
29dhs,1489,c1,29,188
29dhs,1489,c2,29,188
29dhs,1491,dy,34,233
29dhs,1491,vp,113,206
29dhs,1492,s1,29,243
29dhs,1493,bj,41,346
29dhs,1493,pts1,,164
29dhs,1496,nd,29,205
29dhs,1497,s3,34,239
29dhs,1501,dy,34,234
29dhs,1501,vp,113,207
29dhs,1502,s1,29,244
29dhs,1502,c1,29,189
29dhs,1502,c2,29,189
29dhs,1503,bj,41,348
29dhs,1504,nd,29,206
29dhs,1505,pts1,,165
29dhs,1505,s3,34,240
29dhs,1509,s1,29,245
29dhs,1509,dy,34,235
29dhs,1509,vp,113,208
29dhs,1511,nd,29,207
29dhs,1512,bj,41,350
29dhs,1513,c1,29,190
29dhs,1513,c2,29,190
29dhs,1516,s3,34,241
29dhs,1517,pts1,,166
29dhs,1518,vp,113,209
29dhs,1519,s1,29,246
29dhs,1519,nd,29,208
29dhs,1519,dy,34,236
29dhs,1522,bj,41,352
29dhs,1526,c1,29,191
29dhs,1526,nd,29,209
29dhs,1526,c2,29,191
29dhs,1526,s3,34,242
29dhs,1527,vp,113,210
29dhs,1528,s1,29,247
29dhs,1528,dy,34,237
29dhs,1531,pts1,,167
29dhs,1532,bj,41,354
29dhs,1533,nd,29,210
29dhs,1534,s3,34,243
29dhs,1535,s1,29,248
29dhs,1535,vp,113,211
29dhs,1536,c1,29,192
29dhs,1536,c2,29,192
29dhs,1536,dy,34,238
29dhs,1538,nd,29,211
29dhs,1539,pts1,,168
29dhs,1540,bj,41,356
29dhs,1540,s3,34,244
29dhs,1541,s1,29,249
29dhs,1541,vp,113,212
29dhs,1542,nd,29,212
29dhs,1542,dy,34,239
29dhs,1543,c1,29,193
29dhs,1543,c2,29,193
29dhs,1547,s1,29,250
29dhs,1547,s3,34,245
29dhs,1549,nd,29,213
29dhs,1549,pts1,,169
29dhs,1549,vp,113,213
29dhs,1550,dy,34,240
29dhs,1550,bj,41,358
29dhs,1555,c1,29,194
29dhs,1555,c2,29,194
29dhs,1557,s1,29,251
29dhs,1558,nd,29,214
29dhs,1559,dy,34,241
29dhs,1559,s3,34,246
29dhs,1559,vp,113,214
29dhs,1561,bj,41,360
29dhs,1561,pts1,,170
29dhs,1563,s1,29,252
29dhs,1563,nd,29,215
29dhs,1564,c1,29,195
29dhs,1564,c2,29,195
29dhs,1565,dy,34,242
29dhs,1565,s3,34,247
29dhs,1565,vp,113,215
29dhs,1568,s1,29,253
29dhs,1568,bj,41,362
29dhs,1569,nd,29,216
29dhs,1569,pts1,,171
29dhs,1570,s3,34,248
29dhs,1571,c1,29,196
29dhs,1571,c2,29,196
29dhs,1571,dy,34,243
29dhs,1572,vp,113,216
29dhs,1573,s1,29,254
29dhs,1574,nd,29,217
29dhs,1575,bj,41,364
29dhs,1576,pts1,,172
29dhs,1576,s3,34,249
29dhs,1577,dy,34,244
29dhs,1579,s1,29,255
29dhs,1579,c1,29,197
29dhs,1579,c2,29,197
29dhs,1579,vp,113,217
29dhs,1580,nd,29,218
29dhs,1581,s3,34,250
29dhs,1582,bj,41,366
29dhs,1582,pts1,,173
29dhs,1583,dy,34,245
29dhs,1584,s1,29,256
29dhs,1585,nd,29,219
29dhs,1585,vp,113,218
29dhs,1586,c1,29,198
29dhs,1586,c2,29,198
29dhs,1586,s3,34,251
29dhs,1589,s1,29,257
29dhs,1589,dy,34,246
29dhs,1589,bj,41,368
29dhs,1589,pts1,,174
29dhs,1590,nd,29,220
29dhs,1591,s3,34,252
29dhs,1592,vp,113,219
29dhs,1593,c1,29,199
29dhs,1593,c2,29,199
29dhs,1594,s1,29,258
29dhs,1594,dy,34,247
29dhs,1595,nd,29,221
29dhs,1596,bj,41,370
29dhs,1596,pts1,,175
29dhs,1596,s3,34,253
29dhs,1599,s1,29,259
29dhs,1599,vp,113,220
29dhs,1601,c1,29,200
29dhs,1601,c2,29,200
29dhs,1601,dy,34,248
29dhs,1602,nd,29,222
29dhs,1605,bj,41,372
29dhs,1607,pts1,,176
29dhs,1607,s3,34,254
29dhs,1608,vp,113,221
29dhs,1609,s1,29,260
29dhs,1610,nd,29,223
29dhs,1611,dy,34,249
29dhs,1615,c1,29,201
29dhs,1615,c2,29,201
29dhs,1616,bj,41,374
29dhs,1617,vp,113,222
29dhs,1618,nd,29,224
29dhs,1620,s3,34,255
29dhs,1621,s1,29,261
29dhs,1621,dy,34,250
29dhs,1621,pts1,,177
29dhs,1625,vp,113,223
29dhs,1626,c1,29,202
29dhs,1626,nd,29,225
29dhs,1626,c2,29,202
29dhs,1626,bj,41,376
29dhs,1629,dy,34,251
29dhs,1630,s1,29,262
29dhs,1630,s3,34,256
29dhs,1632,pts1,,178
29dhs,1632,vp,113,224
29dhs,1634,c1,29,203
29dhs,1634,nd,29,226
29dhs,1634,c2,29,203
29dhs,1634,dy,34,252
29dhs,1636,s1,29,263
29dhs,1636,bj,41,378
29dhs,1636,s3,34,257
29dhs,1637,vp,113,225
29dhs,1640,pts1,,179
29dhs,1641,c1,29,204
29dhs,1641,nd,29,227
29dhs,1641,c2,29,204
29dhs,1641,dy,34,253
29dhs,1644,s1,29,264
29dhs,1645,s3,34,258
29dhs,1645,vp,113,226
29dhs,1646,bj,41,380
29dhs,1647,nd,29,228
29dhs,1648,dy,34,254
29dhs,1650,c1,29,205
29dhs,1650,nd,29,229
29dhs,1650,c2,29,205
29dhs,1650,dy,34,255
29dhs,1650,pts1,,180
29dhs,1650,s3,34,259
29dhs,1650,vp,113,227
29dhs,1651,s1,29,265
29dhs,1653,bj,41,382
29dhs,1654,s3,34,260
29dhs,1654,vp,113,228
29dhs,1655,nd,29,230
29dhs,1655,dy,34,256
29dhs,1656,s1,29,266
29dhs,1656,c1,29,206
29dhs,1656,c2,29,206
29dhs,1657,pts1,,181
29dhs,1660,bj,41,384
29dhs,1660,s3,34,261
29dhs,1661,dy,34,257
29dhs,1661,vp,113,229
29dhs,1662,s1,29,267
29dhs,1662,nd,29,231
29dhs,1663,c1,29,207
29dhs,1663,c2,29,207
29dhs,1665,pts1,,182
29dhs,1667,bj,41,386
29dhs,1667,s3,34,262
29dhs,1668,s1,29,268
29dhs,1668,dy,34,258
29dhs,1668,vp,113,230
29dhs,1670,nd,29,232
29dhs,1672,s1,29,269
29dhs,1672,c1,29,208
29dhs,1672,c2,29,208
29dhs,1672,dy,34,259
29dhs,1672,bj,41,388
29dhs,1672,pts1,,183
29dhs,1672,s3,34,263
29dhs,1673,vp,113,231
29dhs,1674,nd,29,233
29dhs,1674,s3,34,264
29dhs,1675,c1,29,209
29dhs,1675,c2,29,209
29dhs,1676,s1,29,270
29dhs,1677,dy,34,260
29dhs,1677,pts1,,184
29dhs,1678,bj,41,390
29dhs,1680,vp,113,232
29dhs,1682,s1,29,271
29dhs,1682,nd,29,234
29dhs,1682,s3,34,265
29dhs,1683,c1,29,210
29dhs,1683,c2,29,210
29dhs,1684,dy,34,261
29dhs,1687,s1,29,272
29dhs,1687,bj,41,392
29dhs,1687,s3,34,266
29dhs,1687,vp,113,233
29dhs,1689,nd,29,235
29dhs,1689,pts1,,185
29dhs,1691,c1,29,211
29dhs,1691,c2,29,211
29dhs,1691,dy,34,262
29dhs,1695,bj,41,394
29dhs,1695,s3,34,267
29dhs,1697,s1,29,273
29dhs,1697,vp,113,234
29dhs,1698,nd,29,236
29dhs,1699,dy,34,263
29dhs,1700,pts1,,186
29dhs,1702,c1,29,212
29dhs,1702,c2,29,212
29dhs,1704,s1,29,274
29dhs,1704,bj,41,396
29dhs,1704,s3,34,268
29dhs,1704,vp,113,235
29dhs,1705,nd,29,237
29dhs,1706,dy,34,264
29dhs,1707,s1,29,275
29dhs,1707,pts1,,187
29dhs,1708,s3,34,269
29dhs,1709,c1,29,213
29dhs,1709,c2,29,213
29dhs,1710,bj,41,398
29dhs,1710,vp,113,236
29dhs,1711,dy,34,265
29dhs,1712,nd,29,238
29dhs,1713,s1,29,276
29dhs,1713,s3,34,270
29dhs,1716,pts1,,188
29dhs,1718,bj,41,400
29dhs,1719,c1,29,214
29dhs,1719,c2,29,214
29dhs,1719,dy,34,266
29dhs,1719,vp,113,237
29dhs,1721,s1,29,277
29dhs,1722,nd,29,239
29dhs,1722,s3,34,271
29dhs,1727,dy,34,267
29dhs,1727,vp,113,238
29dhs,1728,c1,29,215
29dhs,1728,c2,29,215
29dhs,1728,bj,41,402
29dhs,1728,pts1,,189
29dhs,1729,s1,29,278
29dhs,1729,nd,29,240
29dhs,1729,s3,34,272
29dhs,1732,s1,29,279
29dhs,1732,c1,29,216
29dhs,1732,c2,29,216
29dhs,1732,dy,34,268
29dhs,1732,s3,34,273
29dhs,1732,vp,113,239
29dhs,1733,nd,29,241
29dhs,1733,dy,34,269
29dhs,1733,bj,41,404
29dhs,1733,pts1,,190
29dhs,1734,s1,29,280
29dhs,1734,s3,34,274
29dhs,1737,c1,29,217
29dhs,1737,c2,29,217
29dhs,1738,nd,29,242
29dhs,1738,vp,113,240
29dhs,1739,pts1,,191
29dhs,1740,dy,34,270
29dhs,1740,bj,41,406
29dhs,1741,s1,29,281
29dhs,1744,s3,34,275
29dhs,1746,c1,29,218
29dhs,1746,c2,29,218
29dhs,1746,vp,113,241
29dhs,1747,s1,29,282
29dhs,1747,nd,29,243
29dhs,1747,dy,34,271
29dhs,1748,bj,41,408
29dhs,1748,s3,34,276
29dhs,1750,pts1,,192
29dhs,1753,s1,29,283
29dhs,1753,dy,34,272
29dhs,1753,vp,113,242
29dhs,1754,c1,29,219
29dhs,1754,nd,29,244
29dhs,1754,c2,29,219
29dhs,1754,s3,34,277
29dhs,1755,bj,41,410
29dhs,1758,pts1,,193
29dhs,1759,dy,34,273
29dhs,1761,s1,29,284
29dhs,1761,vp,113,243
29dhs,1762,s3,34,278
29dhs,1763,c1,29,220
29dhs,1763,nd,29,245
29dhs,1763,c2,29,220
29dhs,1765,bj,41,412
29dhs,1768,dy,34,274
29dhs,1771,s1,29,285
29dhs,1771,pts1,,194
29dhs,1771,vp,113,244
29dhs,1772,s3,34,279
29dhs,1775,nd,29,246
29dhs,1775,bj,41,414
29dhs,1776,c1,29,221
29dhs,1776,c2,29,221
29dhs,1780,dy,34,275
29dhs,1782,s1,29,286
29dhs,1782,s3,34,280
29dhs,1787,bj,41,416
29dhs,1788,pts1,,195
29dhs,1790,vp,113,245
29dhs,1792,nd,29,247
29dhs,1792,dy,34,276
29dhs,1792,s3,34,281
29dhs,1793,s1,29,287
29dhs,1793,c1,29,222
29dhs,1793,c2,29,222
29dhs,1796,s1,29,288
29dhs,1796,nd,29,248
29dhs,1796,dy,34,277
29dhs,1796,bj,41,418
29dhs,1796,pts1,,196
29dhs,1796,s3,34,282
29dhs,1796,vp,113,246
29dhs,1798,c1,29,223
29dhs,1798,c2,29,223
29dhs,1801,s3,34,283
29dhs,1803,dy,34,278
29dhs,1804,s1,29,289
29dhs,1804,bj,41,420
29dhs,1804,vp,113,247
29dhs,1805,nd,29,249
29dhs,1805,pts1,,197
29dhs,1806,c1,29,224
29dhs,1806,c2,29,224
29dhs,1807,s3,34,284
29dhs,1808,dy,34,279
29dhs,1810,s1,29,290
29dhs,1810,vp,113,248
29dhs,1811,bj,41,422
29dhs,1812,c1,29,225
29dhs,1812,nd,29,250
29dhs,1812,c2,29,225
29dhs,1812,dy,34,280
29dhs,1812,s3,34,285
29dhs,1813,pts1,,198
29dhs,1814,s1,29,291
29dhs,1814,s3,34,286
29dhs,1814,vp,113,249
29dhs,1815,nd,29,251
29dhs,1815,dy,34,281
29dhs,1815,bj,41,424
29dhs,1816,s1,29,292
29dhs,1816,c1,29,226
29dhs,1816,c2,29,226
29dhs,1818,pts1,,199
29dhs,1818,s3,34,287
29dhs,1820,s1,29,293
29dhs,1820,nd,29,252
29dhs,1820,dy,34,282
29dhs,1820,bj,41,426
29dhs,1820,vp,113,250
29dhs,1822,c1,29,227
29dhs,1822,c2,29,227
29dhs,1823,s3,34,288
29dhs,1827,dy,34,283
29dhs,1827,bj,41,428
29dhs,1827,pts1,,200
29dhs,1827,vp,113,251
29dhs,1828,s1,29,294
29dhs,1828,nd,29,253
29dhs,1829,s1,29,295
29dhs,1829,c1,29,228
29dhs,1829,c2,29,228
29dhs,1829,dy,34,284
29dhs,1829,s3,34,289
29dhs,1829,,34,290
29dhs,1830,nd,29,254
29dhs,1830,pts1,,201
29dhs,1830,vp,113,252
29dhs,1831,bj,41,430
29dhs,1833,c1,29,229
29dhs,1833,c2,29,229
29dhs,1834,s1,29,296
29dhs,1834,nd,29,255
29dhs,1834,dy,34,285
29dhs,1834,s3,34,291
29dhs,1835,s1,29,297
29dhs,1835,c1,29,230
29dhs,1835,c2,29,230
29dhs,1835,dy,34,286
29dhs,1835,bj,41,432
29dhs,1835,pts1,,202
29dhs,1835,s3,34,292
29dhs,1835,vp,113,253
29dhs,1837,s1,29,298
29dhs,1837,nd,29,256
29dhs,1837,dy,34,287
29dhs,1837,s3,34,293
29dhs,1839,bj,41,434
29dhs,1839,pts1,,203
29dhs,1839,vp,113,254
29dhs,1840,c1,29,231
29dhs,1840,c2,29,231
29dhs,1842,s3,34,294
29dhs,1843,s1,29,299
29dhs,1843,nd,29,257
29dhs,1845,dy,34,288
29dhs,1846,vp,113,255
29dhs,1847,bj,41,436
29dhs,1847,pts1,,204
29dhs,1847,s3,34,295
29dhs,1848,s1,29,300
29dhs,1848,c1,29,232
29dhs,1848,c2,29,232
29dhs,1850,nd,29,258
29dhs,1851,dy,34,289
29dhs,1853,vp,113,256
29dhs,1854,s1,29,301
29dhs,1854,c1,29,233
29dhs,1854,nd,29,259
29dhs,1854,c2,29,233
29dhs,1854,s3,34,296
29dhs,1855,dy,34,290
29dhs,1855,bj,41,438
29dhs,1856,pts1,,205
29dhs,1860,s3,34,297
